nohup: ignoring input
============================================================
AGIFORMER PHASE 8: Scaling & Emergence (100M)
============================================================

🚀 Initializing Scaled Model...
   Architecture: 12 layers × 768 dim
   Parameters: 129.3M
   Device: cuda

📚 Loading Turkish Wikipedia Data...

⚙️  Training Configuration:
   Batch Size: 2 (effective: 8)
   Max Steps: 50,000
   Target Duration: ~5-7 days on T4

▶️  Starting Training...

Step  2450/50000: Loss=1.7314 | BPC=2.4979 | LR=2.00e-04 | ETA=10.6h
Step  2460/50000: Loss=1.5530 | BPC=2.2406 | LR=2.00e-04 | ETA=10.6h
Step  2470/50000: Loss=1.6611 | BPC=2.3964 | LR=2.00e-04 | ETA=10.6h
Step  2480/50000: Loss=1.6420 | BPC=2.3689 | LR=2.00e-04 | ETA=10.6h
Step  2490/50000: Loss=1.5663 | BPC=2.2597 | LR=2.00e-04 | ETA=10.6h
Step  2500/50000: Loss=1.9175 | BPC=2.7664 | LR=2.00e-04 | ETA=10.6h
Step  2510/50000: Loss=1.6540 | BPC=2.3863 | LR=2.00e-04 | ETA=10.6h
Step  2520/50000: Loss=1.5418 | BPC=2.2243 | LR=2.00e-04 | ETA=10.6h
Step  2530/50000: Loss=1.6858 | BPC=2.4321 | LR=2.00e-04 | ETA=10.6h
Step  2540/50000: Loss=1.7689 | BPC=2.5519 | LR=2.00e-04 | ETA=10.6h
Step  2550/50000: Loss=1.5719 | BPC=2.2678 | LR=2.00e-04 | ETA=10.6h
Step  2560/50000: Loss=2.1889 | BPC=3.1579 | LR=2.00e-04 | ETA=10.6h
Step  2570/50000: Loss=1.6755 | BPC=2.4172 | LR=2.00e-04 | ETA=10.6h
Step  2580/50000: Loss=1.5137 | BPC=2.1839 | LR=2.00e-04 | ETA=10.6h
Step  2590/50000: Loss=1.4744 | BPC=2.1271 | LR=2.00e-04 | ETA=10.6h
Step  2600/50000: Loss=1.4373 | BPC=2.0736 | LR=2.00e-04 | ETA=10.6h
Step  2610/50000: Loss=1.5660 | BPC=2.2592 | LR=2.00e-04 | ETA=10.6h
